"Notes"	"Age Group"	"Age Group Code"	"State"	"State Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"< 1 year"	"1"	"Idaho"	"16"	"2005"	"2005"	22898
	"< 1 year"	"1"	"Idaho"	"16"	"2006"	"2006"	23746
	"< 1 year"	"1"	"Idaho"	"16"	"2007"	"2007"	24821
	"< 1 year"	"1"	"Idaho"	"16"	"2008"	"2008"	24737
	"< 1 year"	"1"	"Idaho"	"16"	"2009"	"2009"	23793
	"< 1 year"	"1"	"Idaho"	"16"	"2010"	"2010"	23605
	"< 1 year"	"1"	"Idaho"	"16"	"2011"	"2011"	22869
	"< 1 year"	"1"	"Idaho"	"16"	"2012"	"2012"	22272
	"< 1 year"	"1"	"Idaho"	"16"	"2013"	"2013"	22568
	"< 1 year"	"1"	"Idaho"	"16"	"2014"	"2014"	22333
	"< 1 year"	"1"	"Idaho"	"16"	"2015"	"2015"	22967
	"< 1 year"	"1"	"Idaho"	"16"	"2016"	"2016"	22580
	"< 1 year"	"1"	"Idaho"	"16"	"2017"	"2017"	22308
	"< 1 year"	"1"	"Idaho"	"16"	"2018"	"2018"	22348
"Total"	"< 1 year"	"1"	"Idaho"	"16"			606911
	"< 1 year"	"1"	"Illinois"	"17"	"1990"	"1990"	184854
	"< 1 year"	"1"	"Illinois"	"17"	"1991"	"1991"	187020
	"< 1 year"	"1"	"Illinois"	"17"	"1992"	"1992"	187167
	"< 1 year"	"1"	"Illinois"	"17"	"1993"	"1993"	184208
	"< 1 year"	"1"	"Illinois"	"17"	"1994"	"1994"	182330
	"< 1 year"	"1"	"Illinois"	"17"	"1995"	"1995"	179719
	"< 1 year"	"1"	"Illinois"	"17"	"1996"	"1996"	175637
	"< 1 year"	"1"	"Illinois"	"17"	"1997"	"1997"	174269
	"< 1 year"	"1"	"Illinois"	"17"	"1998"	"1998"	172524
	"< 1 year"	"1"	"Illinois"	"17"	"1999"	"1999"	173288
	"< 1 year"	"1"	"Illinois"	"17"	"2000"	"2000"	175439
	"< 1 year"	"1"	"Illinois"	"17"	"2001"	"2001"	182014
	"< 1 year"	"1"	"Illinois"	"17"	"2002"	"2002"	176591
	"< 1 year"	"1"	"Illinois"	"17"	"2003"	"2003"	175067
	"< 1 year"	"1"	"Illinois"	"17"	"2004"	"2004"	175433
	"< 1 year"	"1"	"Illinois"	"17"	"2005"	"2005"	170542
	"< 1 year"	"1"	"Illinois"	"17"	"2006"	"2006"	169033
	"< 1 year"	"1"	"Illinois"	"17"	"2007"	"2007"	171292
	"< 1 year"	"1"	"Illinois"	"17"	"2008"	"2008"	167968
	"< 1 year"	"1"	"Illinois"	"17"	"2009"	"2009"	164646
	"< 1 year"	"1"	"Illinois"	"17"	"2010"	"2010"	163760
	"< 1 year"	"1"	"Illinois"	"17"	"2011"	"2011"	162112
	"< 1 year"	"1"	"Illinois"	"17"	"2012"	"2012"	159700
	"< 1 year"	"1"	"Illinois"	"17"	"2013"	"2013"	157139
	"< 1 year"	"1"	"Illinois"	"17"	"2014"	"2014"	156938
	"< 1 year"	"1"	"Illinois"	"17"	"2015"	"2015"	158594
	"< 1 year"	"1"	"Illinois"	"17"	"2016"	"2016"	155649
	"< 1 year"	"1"	"Illinois"	"17"	"2017"	"2017"	150900
	"< 1 year"	"1"	"Illinois"	"17"	"2018"	"2018"	147623
"Total"	"< 1 year"	"1"	"Illinois"	"17"			4941456
	"< 1 year"	"1"	"Indiana"	"18"	"1990"	"1990"	83029
	"< 1 year"	"1"	"Indiana"	"18"	"1991"	"1991"	82480
	"< 1 year"	"1"	"Indiana"	"18"	"1992"	"1992"	82930
	"< 1 year"	"1"	"Indiana"	"18"	"1993"	"1993"	81843
	"< 1 year"	"1"	"Indiana"	"18"	"1994"	"1994"	81322
	"< 1 year"	"1"	"Indiana"	"18"	"1995"	"1995"	81475
	"< 1 year"	"1"	"Indiana"	"18"	"1996"	"1996"	81109
	"< 1 year"	"1"	"Indiana"	"18"	"1997"	"1997"	82411
	"< 1 year"	"1"	"Indiana"	"18"	"1998"	"1998"	82977
	"< 1 year"	"1"	"Indiana"	"18"	"1999"	"1999"	83904
	"< 1 year"	"1"	"Indiana"	"18"	"2000"	"2000"	85337
	"< 1 year"	"1"	"Indiana"	"18"	"2001"	"2001"	87279
	"< 1 year"	"1"	"Indiana"	"18"	"2002"	"2002"	84208
	"< 1 year"	"1"	"Indiana"	"18"	"2003"	"2003"	84459
	"< 1 year"	"1"	"Indiana"	"18"	"2004"	"2004"	86516
	"< 1 year"	"1"	"Indiana"	"18"	"2005"	"2005"	85050
	"< 1 year"	"1"	"Indiana"	"18"	"2006"	"2006"	87074
	"< 1 year"	"1"	"Indiana"	"18"	"2007"	"2007"	88218
	"< 1 year"	"1"	"Indiana"	"18"	"2008"	"2008"	87494
	"< 1 year"	"1"	"Indiana"	"18"	"2009"	"2009"	85566
	"< 1 year"	"1"	"Indiana"	"18"	"2010"	"2010"	84020
	"< 1 year"	"1"	"Indiana"	"18"	"2011"	"2011"	83017
	"< 1 year"	"1"	"Indiana"	"18"	"2012"	"2012"	82688
	"< 1 year"	"1"	"Indiana"	"18"	"2013"	"2013"	82852
	"< 1 year"	"1"	"Indiana"	"18"	"2014"	"2014"	82945
	"< 1 year"	"1"	"Indiana"	"18"	"2015"	"2015"	83524
	"< 1 year"	"1"	"Indiana"	"18"	"2016"	"2016"	82976
	"< 1 year"	"1"	"Indiana"	"18"	"2017"	"2017"	81510
	"< 1 year"	"1"	"Indiana"	"18"	"2018"	"2018"	80539
"Total"	"< 1 year"	"1"	"Indiana"	"18"			2428752
	"< 1 year"	"1"	"Iowa"	"19"	"1990"	"1990"	39388
	"< 1 year"	"1"	"Iowa"	"19"	"1991"	"1991"	37946
	"< 1 year"	"1"	"Iowa"	"19"	"1992"	"1992"	37821
	"< 1 year"	"1"	"Iowa"	"19"	"1993"	"1993"	37103
	"< 1 year"	"1"	"Iowa"	"19"	"1994"	"1994"	36374
	"< 1 year"	"1"	"Iowa"	"19"	"1995"	"1995"	36092
	"< 1 year"	"1"	"Iowa"	"19"	"1996"	"1996"	36189
	"< 1 year"	"1"	"Iowa"	"19"	"1997"	"1997"	36490
	"< 1 year"	"1"	"Iowa"	"19"	"1998"	"1998"	36565
	"< 1 year"	"1"	"Iowa"	"19"	"1999"	"1999"	36894
	"< 1 year"	"1"	"Iowa"	"19"	"2000"	"2000"	37668
	"< 1 year"	"1"	"Iowa"	"19"	"2001"	"2001"	37930
	"< 1 year"	"1"	"Iowa"	"19"	"2002"	"2002"	37248
	"< 1 year"	"1"	"Iowa"	"19"	"2003"	"2003"	38153
	"< 1 year"	"1"	"Iowa"	"19"	"2004"	"2004"	38065
	"< 1 year"	"1"	"Iowa"	"19"	"2005"	"2005"	38292
	"< 1 year"	"1"	"Iowa"	"19"	"2006"	"2006"	40159
	"< 1 year"	"1"	"Iowa"	"19"	"2007"	"2007"	41057
	"< 1 year"	"1"	"Iowa"	"19"	"2008"	"2008"	40863
	"< 1 year"	"1"	"Iowa"	"19"	"2009"	"2009"	39835
	"< 1 year"	"1"	"Iowa"	"19"	"2010"	"2010"	39286
	"< 1 year"	"1"	"Iowa"	"19"	"2011"	"2011"	37719
	"< 1 year"	"1"	"Iowa"	"19"	"2012"	"2012"	38294
	"< 1 year"	"1"	"Iowa"	"19"	"2013"	"2013"	38694
	"< 1 year"	"1"	"Iowa"	"19"	"2014"	"2014"	39332
	"< 1 year"	"1"	"Iowa"	"19"	"2015"	"2015"	39496
	"< 1 year"	"1"	"Iowa"	"19"	"2016"	"2016"	39239
	"< 1 year"	"1"	"Iowa"	"19"	"2017"	"2017"	38724
	"< 1 year"	"1"	"Iowa"	"19"	"2018"	"2018"	38291
"Total"	"< 1 year"	"1"	"Iowa"	"19"			1109207
	"< 1 year"	"1"	"Kansas"	"20"	"1990"	"1990"	38549
	"< 1 year"	"1"	"Kansas"	"20"	"1991"	"1991"	36934
	"< 1 year"	"1"	"Kansas"	"20"	"1992"	"1992"	37012
	"< 1 year"	"1"	"Kansas"	"20"	"1993"	"1993"	36357
	"< 1 year"	"1"	"Kansas"	"20"	"1994"	"1994"	36252
	"< 1 year"	"1"	"Kansas"	"20"	"1995"	"1995"	35982
	"< 1 year"	"1"	"Kansas"	"20"	"1996"	"1996"	35642
	"< 1 year"	"1"	"Kansas"	"20"	"1997"	"1997"	36563
	"< 1 year"	"1"	"Kansas"	"20"	"1998"	"1998"	37293
	"< 1 year"	"1"	"Kansas"	"20"	"1999"	"1999"	37717
	"< 1 year"	"1"	"Kansas"	"20"	"2000"	"2000"	38430
	"< 1 year"	"1"	"Kansas"	"20"	"2001"	"2001"	38684
	"< 1 year"	"1"	"Kansas"	"20"	"2002"	"2002"	38496
	"< 1 year"	"1"	"Kansas"	"20"	"2003"	"2003"	38927
	"< 1 year"	"1"	"Kansas"	"20"	"2004"	"2004"	38836
	"< 1 year"	"1"	"Kansas"	"20"	"2005"	"2005"	38483
	"< 1 year"	"1"	"Kansas"	"20"	"2006"	"2006"	39345
	"< 1 year"	"1"	"Kansas"	"20"	"2007"	"2007"	41071
	"< 1 year"	"1"	"Kansas"	"20"	"2008"	"2008"	41248
	"< 1 year"	"1"	"Kansas"	"20"	"2009"	"2009"	41149
	"< 1 year"	"1"	"Kansas"	"20"	"2010"	"2010"	40613
	"< 1 year"	"1"	"Kansas"	"20"	"2011"	"2011"	39957
	"< 1 year"	"1"	"Kansas"	"20"	"2012"	"2012"	39342
	"< 1 year"	"1"	"Kansas"	"20"	"2013"	"2013"	39561
	"< 1 year"	"1"	"Kansas"	"20"	"2014"	"2014"	39121
	"< 1 year"	"1"	"Kansas"	"20"	"2015"	"2015"	38834
	"< 1 year"	"1"	"Kansas"	"20"	"2016"	"2016"	38496
	"< 1 year"	"1"	"Kansas"	"20"	"2017"	"2017"	37206
	"< 1 year"	"1"	"Kansas"	"20"	"2018"	"2018"	36439
"Total"	"< 1 year"	"1"	"Kansas"	"20"			1112539
	"< 1 year"	"1"	"Kentucky"	"21"	"1990"	"1990"	51946
	"< 1 year"	"1"	"Kentucky"	"21"	"1991"	"1991"	52171
	"< 1 year"	"1"	"Kentucky"	"21"	"1992"	"1992"	52649
	"< 1 year"	"1"	"Kentucky"	"21"	"1993"	"1993"	51910
	"< 1 year"	"1"	"Kentucky"	"21"	"1994"	"1994"	52032
	"< 1 year"	"1"	"Kentucky"	"21"	"1995"	"1995"	51845
	"< 1 year"	"1"	"Kentucky"	"21"	"1996"	"1996"	51520
	"< 1 year"	"1"	"Kentucky"	"21"	"1997"	"1997"	52708
	"< 1 year"	"1"	"Kentucky"	"21"	"1998"	"1998"	52552
	"< 1 year"	"1"	"Kentucky"	"21"	"1999"	"1999"	52771
	"< 1 year"	"1"	"Kentucky"	"21"	"2000"	"2000"	53633
	"< 1 year"	"1"	"Kentucky"	"21"	"2001"	"2001"	54981
	"< 1 year"	"1"	"Kentucky"	"21"	"2002"	"2002"	53496
	"< 1 year"	"1"	"Kentucky"	"21"	"2003"	"2003"	54104
	"< 1 year"	"1"	"Kentucky"	"21"	"2004"	"2004"	55011
	"< 1 year"	"1"	"Kentucky"	"21"	"2005"	"2005"	55364
	"< 1 year"	"1"	"Kentucky"	"21"	"2006"	"2006"	56206
	"< 1 year"	"1"	"Kentucky"	"21"	"2007"	"2007"	58021
	"< 1 year"	"1"	"Kentucky"	"21"	"2008"	"2008"	58101
	"< 1 year"	"1"	"Kentucky"	"21"	"2009"	"2009"	56089
	"< 1 year"	"1"	"Kentucky"	"21"	"2010"	"2010"	55078
	"< 1 year"	"1"	"Kentucky"	"21"	"2011"	"2011"	55055
	"< 1 year"	"1"	"Kentucky"	"21"	"2012"	"2012"	54984
	"< 1 year"	"1"	"Kentucky"	"21"	"2013"	"2013"	55814
	"< 1 year"	"1"	"Kentucky"	"21"	"2014"	"2014"	55398
	"< 1 year"	"1"	"Kentucky"	"21"	"2015"	"2015"	55630
	"< 1 year"	"1"	"Kentucky"	"21"	"2016"	"2016"	55338
	"< 1 year"	"1"	"Kentucky"	"21"	"2017"	"2017"	54531
	"< 1 year"	"1"	"Kentucky"	"21"	"2018"	"2018"	53557
"Total"	"< 1 year"	"1"	"Kentucky"	"21"			1572495
	"< 1 year"	"1"	"Louisiana"	"22"	"1990"	"1990"	68088
	"< 1 year"	"1"	"Louisiana"	"22"	"1991"	"1991"	68648
	"< 1 year"	"1"	"Louisiana"	"22"	"1992"	"1992"	68939
	"< 1 year"	"1"	"Louisiana"	"22"	"1993"	"1993"	66708
	"< 1 year"	"1"	"Louisiana"	"22"	"1994"	"1994"	65420
	"< 1 year"	"1"	"Louisiana"	"22"	"1995"	"1995"	63471
	"< 1 year"	"1"	"Louisiana"	"22"	"1996"	"1996"	62134
	"< 1 year"	"1"	"Louisiana"	"22"	"1997"	"1997"	62741
	"< 1 year"	"1"	"Louisiana"	"22"	"1998"	"1998"	63695
	"< 1 year"	"1"	"Louisiana"	"22"	"1999"	"1999"	64309
	"< 1 year"	"1"	"Louisiana"	"22"	"2000"	"2000"	64596
	"< 1 year"	"1"	"Louisiana"	"22"	"2001"	"2001"	65338
	"< 1 year"	"1"	"Louisiana"	"22"	"2002"	"2002"	64468
	"< 1 year"	"1"	"Louisiana"	"22"	"2003"	"2003"	63676
	"< 1 year"	"1"	"Louisiana"	"22"	"2004"	"2004"	64593
	"< 1 year"	"1"	"Louisiana"	"22"	"2005"	"2005"	64616
	"< 1 year"	"1"	"Louisiana"	"22"	"2006"	"2006"	52290
	"< 1 year"	"1"	"Louisiana"	"22"	"2007"	"2007"	64614
	"< 1 year"	"1"	"Louisiana"	"22"	"2008"	"2008"	66929
	"< 1 year"	"1"	"Louisiana"	"22"	"2009"	"2009"	63570
	"< 1 year"	"1"	"Louisiana"	"22"	"2010"	"2010"	61058
	"< 1 year"	"1"	"Louisiana"	"22"	"2011"	"2011"	61711
	"< 1 year"	"1"	"Louisiana"	"22"	"2012"	"2012"	61646
	"< 1 year"	"1"	"Louisiana"	"22"	"2013"	"2013"	61889
	"< 1 year"	"1"	"Louisiana"	"22"	"2014"	"2014"	63591
	"< 1 year"	"1"	"Louisiana"	"22"	"2015"	"2015"	63852
	"< 1 year"	"1"	"Louisiana"	"22"	"2016"	"2016"	63410
	"< 1 year"	"1"	"Louisiana"	"22"	"2017"	"2017"	61540
	"< 1 year"	"1"	"Louisiana"	"22"	"2018"	"2018"	59755
"Total"	"< 1 year"	"1"	"Louisiana"	"22"			1847295
	"< 1 year"	"1"	"Maine"	"23"	"1990"	"1990"	17615
	"< 1 year"	"1"	"Maine"	"23"	"1991"	"1991"	16350
	"< 1 year"	"1"	"Maine"	"23"	"1992"	"1992"	15812
	"< 1 year"	"1"	"Maine"	"23"	"1993"	"1993"	14943
	"< 1 year"	"1"	"Maine"	"23"	"1994"	"1994"	14261
	"< 1 year"	"1"	"Maine"	"23"	"1995"	"1995"	13810
	"< 1 year"	"1"	"Maine"	"23"	"1996"	"1996"	13638
	"< 1 year"	"1"	"Maine"	"23"	"1997"	"1997"	13585
	"< 1 year"	"1"	"Maine"	"23"	"1998"	"1998"	13485
	"< 1 year"	"1"	"Maine"	"23"	"1999"	"1999"	13349
	"< 1 year"	"1"	"Maine"	"23"	"2000"	"2000"	13567
	"< 1 year"	"1"	"Maine"	"23"	"2001"	"2001"	13796
	"< 1 year"	"1"	"Maine"	"23"	"2002"	"2002"	13514
	"< 1 year"	"1"	"Maine"	"23"	"2003"	"2003"	13842
	"< 1 year"	"1"	"Maine"	"23"	"2004"	"2004"	14177
	"< 1 year"	"1"	"Maine"	"23"	"2005"	"2005"	13987
	"< 1 year"	"1"	"Maine"	"23"	"2006"	"2006"	14012
	"< 1 year"	"1"	"Maine"	"23"	"2007"	"2007"	14385
	"< 1 year"	"1"	"Maine"	"23"	"2008"	"2008"	13965
	"< 1 year"	"1"	"Maine"	"23"	"2009"	"2009"	13419
	"< 1 year"	"1"	"Maine"	"23"	"2010"	"2010"	13288
	"< 1 year"	"1"	"Maine"	"23"	"2011"	"2011"	12605
	"< 1 year"	"1"	"Maine"	"23"	"2012"	"2012"	12747
	"< 1 year"	"1"	"Maine"	"23"	"2013"	"2013"	12836
	"< 1 year"	"1"	"Maine"	"23"	"2014"	"2014"	12665
	"< 1 year"	"1"	"Maine"	"23"	"2015"	"2015"	12591
	"< 1 year"	"1"	"Maine"	"23"	"2016"	"2016"	12609
	"< 1 year"	"1"	"Maine"	"23"	"2017"	"2017"	12542
	"< 1 year"	"1"	"Maine"	"23"	"2018"	"2018"	12409
"Total"	"< 1 year"	"1"	"Maine"	"23"			399804
	"< 1 year"	"1"	"Maryland"	"24"	"1990"	"1990"	78443
	"< 1 year"	"1"	"Maryland"	"24"	"1991"	"1991"	78278
	"< 1 year"	"1"	"Maryland"	"24"	"1992"	"1992"	76719
	"< 1 year"	"1"	"Maryland"	"24"	"1993"	"1993"	74485
	"< 1 year"	"1"	"Maryland"	"24"	"1994"	"1994"	73186
	"< 1 year"	"1"	"Maryland"	"24"	"1995"	"1995"	72192
	"< 1 year"	"1"	"Maryland"	"24"	"1996"	"1996"	70360
	"< 1 year"	"1"	"Maryland"	"24"	"1997"	"1997"	70884
	"< 1 year"	"1"	"Maryland"	"24"	"1998"	"1998"	70542
	"< 1 year"	"1"	"Maryland"	"24"	"1999"	"1999"	69781
	"< 1 year"	"1"	"Maryland"	"24"	"2000"	"2000"	70434
	"< 1 year"	"1"	"Maryland"	"24"	"2001"	"2001"	73227
	"< 1 year"	"1"	"Maryland"	"24"	"2002"	"2002"	72755
	"< 1 year"	"1"	"Maryland"	"24"	"2003"	"2003"	73172
	"< 1 year"	"1"	"Maryland"	"24"	"2004"	"2004"	73971
	"< 1 year"	"1"	"Maryland"	"24"	"2005"	"2005"	73599
	"< 1 year"	"1"	"Maryland"	"24"	"2006"	"2006"	73820
	"< 1 year"	"1"	"Maryland"	"24"	"2007"	"2007"	75872
	"< 1 year"	"1"	"Maryland"	"24"	"2008"	"2008"	75041
	"< 1 year"	"1"	"Maryland"	"24"	"2009"	"2009"	73276
	"< 1 year"	"1"	"Maryland"	"24"	"2010"	"2010"	72335
	"< 1 year"	"1"	"Maryland"	"24"	"2011"	"2011"	73310
	"< 1 year"	"1"	"Maryland"	"24"	"2012"	"2012"	72602
	"< 1 year"	"1"	"Maryland"	"24"	"2013"	"2013"	72182
	"< 1 year"	"1"	"Maryland"	"24"	"2014"	"2014"	72541
	"< 1 year"	"1"	"Maryland"	"24"	"2015"	"2015"	74028
	"< 1 year"	"1"	"Maryland"	"24"	"2016"	"2016"	73212
	"< 1 year"	"1"	"Maryland"	"24"	"2017"	"2017"	71960
	"< 1 year"	"1"	"Maryland"	"24"	"2018"	"2018"	70843
"Total"	"< 1 year"	"1"	"Maryland"	"24"			2123050
	"< 1 year"	"1"	"Massachusetts"	"25"	"1990"	"1990"	91286
	"< 1 year"	"1"	"Massachusetts"	"25"	"1991"	"1991"	86782
	"< 1 year"	"1"	"Massachusetts"	"25"	"1992"	"1992"	85124
	"< 1 year"	"1"	"Massachusetts"	"25"	"1993"	"1993"	83246
	"< 1 year"	"1"	"Massachusetts"	"25"	"1994"	"1994"	82205
	"< 1 year"	"1"	"Massachusetts"	"25"	"1995"	"1995"	81429
	"< 1 year"	"1"	"Massachusetts"	"25"	"1996"	"1996"	79142
	"< 1 year"	"1"	"Massachusetts"	"25"	"1997"	"1997"	78507
	"< 1 year"	"1"	"Massachusetts"	"25"	"1998"	"1998"	78228
	"< 1 year"	"1"	"Massachusetts"	"25"	"1999"	"1999"	77731
	"< 1 year"	"1"	"Massachusetts"	"25"	"2000"	"2000"	78850
	"< 1 year"	"1"	"Massachusetts"	"25"	"2001"	"2001"	80654
	"< 1 year"	"1"	"Massachusetts"	"25"	"2002"	"2002"	79001
	"< 1 year"	"1"	"Massachusetts"	"25"	"2003"	"2003"	77857
	"< 1 year"	"1"	"Massachusetts"	"25"	"2004"	"2004"	76350
	"< 1 year"	"1"	"Massachusetts"	"25"	"2005"	"2005"	73919
	"< 1 year"	"1"	"Massachusetts"	"25"	"2006"	"2006"	74330
	"< 1 year"	"1"	"Massachusetts"	"25"	"2007"	"2007"	74969
	"< 1 year"	"1"	"Massachusetts"	"25"	"2008"	"2008"	74335
	"< 1 year"	"1"	"Massachusetts"	"25"	"2009"	"2009"	72805
	"< 1 year"	"1"	"Massachusetts"	"25"	"2010"	"2010"	72373
	"< 1 year"	"1"	"Massachusetts"	"25"	"2011"	"2011"	73429
	"< 1 year"	"1"	"Massachusetts"	"25"	"2012"	"2012"	72518
	"< 1 year"	"1"	"Massachusetts"	"25"	"2013"	"2013"	72500
	"< 1 year"	"1"	"Massachusetts"	"25"	"2014"	"2014"	72390
	"< 1 year"	"1"	"Massachusetts"	"25"	"2015"	"2015"	72299
	"< 1 year"	"1"	"Massachusetts"	"25"	"2016"	"2016"	71860
	"< 1 year"	"1"	"Massachusetts"	"25"	"2017"	"2017"	71166
	"< 1 year"	"1"	"Massachusetts"	"25"	"2018"	"2018"	70787
"Total"	"< 1 year"	"1"	"Massachusetts"	"25"			2236072
	"< 1 year"	"1"	"Michigan"	"26"	"1990"	"1990"	152156
	"< 1 year"	"1"	"Michigan"	"26"	"1991"	"1991"	144990
	"< 1 year"	"1"	"Michigan"	"26"	"1992"	"1992"	141841
	"< 1 year"	"1"	"Michigan"	"26"	"1993"	"1993"	137471
	"< 1 year"	"1"	"Michigan"	"26"	"1994"	"1994"	134391
	"< 1 year"	"1"	"Michigan"	"26"	"1995"	"1995"	132694
	"< 1 year"	"1"	"Michigan"	"26"	"1996"	"1996"	130616
	"< 1 year"	"1"	"Michigan"	"26"	"1997"	"1997"	130997
	"< 1 year"	"1"	"Michigan"	"26"	"1998"	"1998"	130002
	"< 1 year"	"1"	"Michigan"	"26"	"1999"	"1999"	130339
	"< 1 year"	"1"	"Michigan"	"26"	"2000"	"2000"	132503
	"< 1 year"	"1"	"Michigan"	"26"	"2001"	"2001"	134204
	"< 1 year"	"1"	"Michigan"	"26"	"2002"	"2002"	129825
	"< 1 year"	"1"	"Michigan"	"26"	"2003"	"2003"	128640
	"< 1 year"	"1"	"Michigan"	"26"	"2004"	"2004"	129338
	"< 1 year"	"1"	"Michigan"	"26"	"2005"	"2005"	125647
	"< 1 year"	"1"	"Michigan"	"26"	"2006"	"2006"	124689
	"< 1 year"	"1"	"Michigan"	"26"	"2007"	"2007"	123680
	"< 1 year"	"1"	"Michigan"	"26"	"2008"	"2008"	119845
	"< 1 year"	"1"	"Michigan"	"26"	"2009"	"2009"	115508
	"< 1 year"	"1"	"Michigan"	"26"	"2010"	"2010"	115069
	"< 1 year"	"1"	"Michigan"	"26"	"2011"	"2011"	113713
	"< 1 year"	"1"	"Michigan"	"26"	"2012"	"2012"	112769
	"< 1 year"	"1"	"Michigan"	"26"	"2013"	"2013"	112585
	"< 1 year"	"1"	"Michigan"	"26"	"2014"	"2014"	114081
	"< 1 year"	"1"	"Michigan"	"26"	"2015"	"2015"	113367
	"< 1 year"	"1"	"Michigan"	"26"	"2016"	"2016"	113025
	"< 1 year"	"1"	"Michigan"	"26"	"2017"	"2017"	111695
	"< 1 year"	"1"	"Michigan"	"26"	"2018"	"2018"	110301
"Total"	"< 1 year"	"1"	"Michigan"	"26"			3645981
	"< 1 year"	"1"	"Minnesota"	"27"	"1990"	"1990"	69489
	"< 1 year"	"1"	"Minnesota"	"27"	"1991"	"1991"	65378
	"< 1 year"	"1"	"Minnesota"	"27"	"1992"	"1992"	65031
	"< 1 year"	"1"	"Minnesota"	"27"	"1993"	"1993"	63664
	"< 1 year"	"1"	"Minnesota"	"27"	"1994"	"1994"	62884
	"< 1 year"	"1"	"Minnesota"	"27"	"1995"	"1995"	62332
	"< 1 year"	"1"	"Minnesota"	"27"	"1996"	"1996"	62550
	"< 1 year"	"1"	"Minnesota"	"27"	"1997"	"1997"	63430
	"< 1 year"	"1"	"Minnesota"	"27"	"1998"	"1998"	63511
	"< 1 year"	"1"	"Minnesota"	"27"	"1999"	"1999"	64417
	"< 1 year"	"1"	"Minnesota"	"27"	"2000"	"2000"	65826
	"< 1 year"	"1"	"Minnesota"	"27"	"2001"	"2001"	67988
	"< 1 year"	"1"	"Minnesota"	"27"	"2002"	"2002"	66357
	"< 1 year"	"1"	"Minnesota"	"27"	"2003"	"2003"	68007
	"< 1 year"	"1"	"Minnesota"	"27"	"2004"	"2004"	70060
	"< 1 year"	"1"	"Minnesota"	"27"	"2005"	"2005"	69463
	"< 1 year"	"1"	"Minnesota"	"27"	"2006"	"2006"	70603
	"< 1 year"	"1"	"Minnesota"	"27"	"2007"	"2007"	73014
	"< 1 year"	"1"	"Minnesota"	"27"	"2008"	"2008"	71839
	"< 1 year"	"1"	"Minnesota"	"27"	"2009"	"2009"	69935
	"< 1 year"	"1"	"Minnesota"	"27"	"2010"	"2010"	69266
	"< 1 year"	"1"	"Minnesota"	"27"	"2011"	"2011"	68495
	"< 1 year"	"1"	"Minnesota"	"27"	"2012"	"2012"	68103
	"< 1 year"	"1"	"Minnesota"	"27"	"2013"	"2013"	68967
	"< 1 year"	"1"	"Minnesota"	"27"	"2014"	"2014"	69956
	"< 1 year"	"1"	"Minnesota"	"27"	"2015"	"2015"	69635
	"< 1 year"	"1"	"Minnesota"	"27"	"2016"	"2016"	69726
	"< 1 year"	"1"	"Minnesota"	"27"	"2017"	"2017"	69169
	"< 1 year"	"1"	"Minnesota"	"27"	"2018"	"2018"	68566
"Total"	"< 1 year"	"1"	"Minnesota"	"27"			1957661
	"< 1 year"	"1"	"Mississippi"	"28"	"1990"	"1990"	40663
	"< 1 year"	"1"	"Mississippi"	"28"	"1991"	"1991"	40913
	"< 1 year"	"1"	"Mississippi"	"28"	"1992"	"1992"	41737
	"< 1 year"	"1"	"Mississippi"	"28"	"1993"	"1993"	40878
	"< 1 year"	"1"	"Mississippi"	"28"	"1994"	"1994"	40435
	"< 1 year"	"1"	"Mississippi"	"28"	"1995"	"1995"	39903
	"< 1 year"	"1"	"Mississippi"	"28"	"1996"	"1996"	39189
	"< 1 year"	"1"	"Mississippi"	"28"	"1997"	"1997"	39980
	"< 1 year"	"1"	"Mississippi"	"28"	"1998"	"1998"	40682
	"< 1 year"	"1"	"Mississippi"	"28"	"1999"	"1999"	41147
	"< 1 year"	"1"	"Mississippi"	"28"	"2000"	"2000"	41567
	"< 1 year"	"1"	"Mississippi"	"28"	"2001"	"2001"	42545
	"< 1 year"	"1"	"Mississippi"	"28"	"2002"	"2002"	40624
	"< 1 year"	"1"	"Mississippi"	"28"	"2003"	"2003"	40924
	"< 1 year"	"1"	"Mississippi"	"28"	"2004"	"2004"	41819
	"< 1 year"	"1"	"Mississippi"	"28"	"2005"	"2005"	41713
	"< 1 year"	"1"	"Mississippi"	"28"	"2006"	"2006"	41608
	"< 1 year"	"1"	"Mississippi"	"28"	"2007"	"2007"	44937
	"< 1 year"	"1"	"Mississippi"	"28"	"2008"	"2008"	44796
	"< 1 year"	"1"	"Mississippi"	"28"	"2009"	"2009"	41747
	"< 1 year"	"1"	"Mississippi"	"28"	"2010"	"2010"	39615
	"< 1 year"	"1"	"Mississippi"	"28"	"2011"	"2011"	39218
	"< 1 year"	"1"	"Mississippi"	"28"	"2012"	"2012"	38937
	"< 1 year"	"1"	"Mississippi"	"28"	"2013"	"2013"	38004
	"< 1 year"	"1"	"Mississippi"	"28"	"2014"	"2014"	38196
	"< 1 year"	"1"	"Mississippi"	"28"	"2015"	"2015"	38123
	"< 1 year"	"1"	"Mississippi"	"28"	"2016"	"2016"	37668
	"< 1 year"	"1"	"Mississippi"	"28"	"2017"	"2017"	36777
	"< 1 year"	"1"	"Mississippi"	"28"	"2018"	"2018"	35878
